"Rule ID","Description","Help","Help URL","Impact","Manual","Needs Review","IGT","Selector","Summary","Source Code","Tags","Found By","Test Title","Test URL","Share URL","Created At","Screenshot URL"
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","[""#mércores""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 3.57 (color de primer plano: #777777, color de fondo: #dfe7e9, tamaño de fuente: 9.6pt (12.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<th class=""days wed"" id=""mércores"">
          mércores        </th>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","[""#xoves""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 3.57 (color de primer plano: #777777, color de fondo: #dfe7e9, tamaño de fuente: 9.6pt (12.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<th class=""days thu"" id=""xoves"">
          xoves        </th>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","[""#venres""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 3.57 (color de primer plano: #777777, color de fondo: #dfe7e9, tamaño de fuente: 9.6pt (12.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<th class=""days fri"" id=""venres"">
          venres        </th>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","[""#sábado""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 3.57 (color de primer plano: #777777, color de fondo: #dfe7e9, tamaño de fuente: 9.6pt (12.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<th class=""days sat"" id=""sábado"">
          sábado        </th>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","[""#domingo""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 3.57 (color de primer plano: #777777, color de fondo: #dfe7e9, tamaño de fuente: 9.6pt (12.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<th class=""days sun"" id=""domingo"">
          domingo        </th>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","["".calendar\\.155144\\.field_fechas_inicio_fin\\.0\\.0 > .views-field-title.views-field > span > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.09 (color de primer plano: #088946, color de fondo: #f1f5f6, tamaño de fuente: 8.1pt (10.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/eventos/son-son-quen-son-en-bertamirans"">&gt;""Son, son... quen son?"" en Bertamiráns </a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","["".calendar\\.156193\\.field_fechas_inicio_fin\\.0\\.0 > .views-field-title.views-field > span > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.09 (color de primer plano: #088946, color de fondo: #f1f5f6, tamaño de fuente: 8.1pt (10.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/eventos/concerto-de-lydia-botana-en-bertamirans"">&gt;Concerto de Lydia Botana en Bertamiráns </a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","["".calendar\\.155282\\.field_fechas_inicio_fin\\.0\\.0 > .views-field-title.views-field > span > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.09 (color de primer plano: #088946, color de fondo: #f1f5f6, tamaño de fuente: 8.1pt (10.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/eventos/son-son-quen-son-en-bertamirans-0"">&gt;""Son, son... quen son?"" en Bertamiráns</a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","["".calendar\\.155408\\.field_fechas_inicio_fin\\.0\\.0 > .views-field-title.views-field > span > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.09 (color de primer plano: #088946, color de fondo: #f1f5f6, tamaño de fuente: 8.1pt (10.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/eventos/andaina-circular-saudeando-46""> &gt;Andaina circular SaúdeAndo</a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","["".calendar\\.156217\\.field_fechas_inicio_fin\\.0\\.0 > .views-field-title.views-field > span > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.09 (color de primer plano: #088946, color de fondo: #f1f5f6, tamaño de fuente: 8.1pt (10.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/eventos/abril-de-cine-prefiro-condenarme"">&gt;Abril de cine: ""Prefiro condenarme""</a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","["".calendar\\.154664\\.field_fechas_inicio_fin\\.0\\.0 > .views-field-title.views-field > span > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.09 (color de primer plano: #088946, color de fondo: #f1f5f6, tamaño de fuente: 8.1pt (10.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/eventos/o-unico-que-verdadeiramente-quixen-toda-vida-e-ser-delgada-de-butacazero-no-milladoiro"">&gt;O único que verdadeiramente quixen toda a vida é ser delgada (de Butacazero) no Milladoiro</a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","["".calendar\\.155310\\.field_fechas_inicio_fin\\.0\\.0 > .views-field-title.views-field > span > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.09 (color de primer plano: #088946, color de fondo: #f1f5f6, tamaño de fuente: 8.1pt (10.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/eventos/o-cuco-veu-por-aca-e-marchou-por-ala-de-percubebes"">&gt;""O cuco veu por acá e marchou por alá"" de Percubebés</a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","[""#calendario_ames_portada-2025-04-10-date-box > .inner > .month.day > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 3.64 (color de primer plano: #4b85ac, color de fondo: #f1f5f6, tamaño de fuente: 10.6pt (14.08px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/axenda?between_date_filter%5Bvalue%5D%5Bdate%5D=10-04-2025&amp;field_fechas_inicio_fin_value2%5Bvalue%5D%5Bdate%5D=10-04-2025"">10</a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","[""#calendario_ames_portada-2025-04-11-date-box > .inner > .month.day > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 3.64 (color de primer plano: #4b85ac, color de fondo: #f1f5f6, tamaño de fuente: 10.6pt (14.08px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/axenda?between_date_filter%5Bvalue%5D%5Bdate%5D=11-04-2025&amp;field_fechas_inicio_fin_value2%5Bvalue%5D%5Bdate%5D=11-04-2025"">11</a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","[""#calendario_ames_portada-2025-04-12-date-box > .inner > .month.day > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 3.64 (color de primer plano: #4b85ac, color de fondo: #f1f5f6, tamaño de fuente: 10.6pt (14.08px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/axenda?between_date_filter%5Bvalue%5D%5Bdate%5D=12-04-2025&amp;field_fechas_inicio_fin_value2%5Bvalue%5D%5Bdate%5D=12-04-2025"">12</a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","[""#calendario_ames_portada-2025-04-13-date-box > .inner > .month.day""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.07 (color de primer plano: #777777, color de fondo: #f1f5f6, tamaño de fuente: 9.6pt (12.8px), grosor de fuente: normal). Ratio de contraste esperado: 4.5:1","<div class=""month day""> 13 </div>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","["".calendar\\.156198\\.field_fechas_inicio_fin\\.0\\.0 > .views-field-title.views-field > span > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.09 (color de primer plano: #088946, color de fondo: #f1f5f6, tamaño de fuente: 8.1pt (10.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/eventos/encontros-literarios-comida-para-gatos-e-outras-delicatessen-indixestas-de-luz-darriba"">&gt;Encontros literarios: ""Comida para gatos e outras delicatessen indixestas"" de Luz Darriba</a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","["".calendar\\.155410\\.field_fechas_inicio_fin\\.0\\.0 > .views-field-title.views-field > span > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.09 (color de primer plano: #088946, color de fondo: #f1f5f6, tamaño de fuente: 8.1pt (10.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/eventos/andaina-circular-saudeando-47""> &gt;Andaina circular SaúdeAndo</a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","["".calendar\\.156219\\.field_fechas_inicio_fin\\.0\\.0 > .views-field-title.views-field > span > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.09 (color de primer plano: #088946, color de fondo: #f1f5f6, tamaño de fuente: 8.1pt (10.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/eventos/abril-de-cine-filmei-paxaros-voando"">&gt;Abril de cine: ""Filmei paxaros voando""</a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","["".calendar\\.155312\\.field_fechas_inicio_fin\\.0\\.0 > .views-field-title.views-field > span > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.09 (color de primer plano: #088946, color de fondo: #f1f5f6, tamaño de fuente: 8.1pt (10.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/eventos/maxia-esta-nos-contos-do-mago-paco"">&gt;""A maxia está nos contos"" do Mago Paco </a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","["".calendar\\.156262\\.field_fechas_inicio_fin\\.0\\.0 > .views-field-title.views-field > span > a""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.09 (color de primer plano: #088946, color de fondo: #f1f5f6, tamaño de fuente: 8.1pt (10.8px), grosor de fuente: bold). Ratio de contraste esperado: 4.5:1","<a href=""/gl/eventos/aula-da-natureza-o-enredo-do-abelleiro"">&gt;Aula da Natureza: O enredo do abelleiro</a>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
"color-contrast","Garantiza que el contraste entre colores de primer plano y fondo cumple los límites de la ratio para contraste WCAG 2 AA","Los elementos deben tener un contraste de colores suficiente","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=AxeChrome","serious","No","No","","[""#calendario_ames_portada-2025-04-14-date-box > .inner > .month.day""]","Fix any of the following:
  El elemento tiene un contraste de color insuficiente de 4.07 (color de primer plano: #777777, color de fondo: #f1f5f6, tamaño de fuente: 9.6pt (12.8px), grosor de fuente: normal). Ratio de contraste esperado: 4.5:1","<div class=""month day""> 14 </div>","cat.color,wcag2aa,wcag143,TTv5,TT13.c,EN-301-549,EN-9.1.4.3,ACT","carlos.pellit@gmail.com",,"https://www.concellodeames.gal/gl","","2025-04-07T12:12:07.841Z",""
